timestamp,store_id,product_id,city,channel,promo_flag,price,discount,units,temperature,stock,revenue
2024-02-18,106,1049,rome,Online,0,28.04,0.251,8.0,27.1,40,179.55
2024-02-18,111,1029,rome,Retail,1,20.95,0.076,10.0,25.6,47,196.21
2024-02-18,116,1061,rome,Retail,1,26.76,0.071,8.0,26.0,64,203.03
2024-02-18,112,1024,Milan ,Retail,0,37.61,0.319,6.0,17.5,30,160.04
2024-02-18,119,1026,milan,Wholesale,1,19.47,0.217,12.0,21.0,46,180.46
2024-02-18,103,1050, naples,Retail,0,23.03,,9.0,13.9,39,108.7
2024-02-18,109,1077,milan,Wholesale,0,12.75,0.283,6.0,,36,49.99
2024-02-19,102,1056,Milan ,Online,0,20.68,0.24,6.0,,52,96.9
2024-02-19,108,1046,Naples,Online,1,40.88,0.134,14.0,12.4,57,489.03
2024-02-19,112,1099,Milan ,Online,0,39.1,0.203,9.0,32.3,48,297.38
2024-02-19,117,1038,milan,Online,0,27.33,0.192,14.0,,55,309.91
2024-02-19,114,1015,rome,Retail,1,31.96,0.209,12.0,,33,313.52
2024-02-19,103,1021,rome,Online,0,14.59,0.159,11.0,20.5,57,141.23
2024-02-19,114,1084, naples,Online,0,20.11,0.173,,11.0,59,139.09
2024-02-19,101,1053,milan,Retail,1,18.7,,12.0,22.8,59,198.31
2024-02-19,114,1020,Turin,Retail,1,37.1,0.153,13.0,20.7,18,410.57
2024-02-19,107,1071,,Online,1,21.74,0.096,12.0,,60,245.67
2024-02-19,107,1015,Turin,Retail,1,26.2,0.175,,13.5,56,262.73
2024-02-20,116,1058, naples,Online,0,46.58,0.271,7.0,28.2,68,216.76
2024-02-20,111,1030,N/A,Online,0,21.41,0.392,7.0,13.4,32,81.29
2024-02-20,118,1041,turin,Retail,0,15.98,0.052,12.0,19.7,54,176.32
2024-02-20,109,1073,milan,Retail,0,13.0,0.108,7.0,16.5,44,85.0
2024-02-20,108,1031,Rome,Online,0,42.77,0.13,10.0,8.3,24,372.59
2024-02-20,104,1058,N/A,Retail,1,19.97,0.383,11.0,15.6,51,146.33
2024-02-20,105,1033,Rome,Online,0,,0.144,9.0,6.1,22,408.83
2024-02-20,119,1008,milan,Online,0,26.63,0.093,11.0,22.1,45,248.2
2024-02-20,101,1080,Turin,Online,0,17.7,0.273,8.0,13.6,47,108.19
2024-02-20,112,1010,N/A,Retail,0,,0.277,7.0,15.6,40,164.97
2024-02-20,105,1095,Milan ,Retail,0,34.71,0.338,9.0,22.4,53,224.07
2024-02-20,104,1009, naples,Online,0,39.47,0.442,7.0,13.8,28,158.18
2024-02-20,100,1085,Milan ,Online,0,20.97,,9.0,2.7,36,192.78
2024-02-20,105,1016,turin,Retail,0,23.15,0.197,5.0,20.5,75,95.51
2024-02-21,105,1067,rome,Online,1,20.77,0.321,17.0,13.2,41,239.63
2024-02-21,115,1047,rome,Online,1,33.57,0.235,12.0,15.7,41,310.45
2024-02-21,103,1051,N/A,Retail,0,22.62,0.092,7.0,,37,137.56
2024-02-21,110,1024, naples,Online,1,31.52,0.091,12.0,11.0,65,347.49
2024-02-21,108,1020,turin,Retail,0,16.32,,4.0,20.4,55,56.87
2024-02-21,102,1064, naples,Online,0,,0.335,7.0,18.3,34,151.17
2024-02-21,118,1062,rome,Retail,0,30.68,0.353,8.0,17.7,53,157.07
2024-02-21,107,1088,turin,Online,0,20.84,0.316,5.0,16.2,65,68.19
2024-02-21,104,1050,Milan ,Retail,1,30.59,,12.0,19.7,59,355.23
2024-02-21,103,1035,Rome,Online,0,16.18,0.148,6.0,22.4,62,79.23
2024-02-21,105,1080,rome,Retail,1,23.53,0.243,12.0,5.9,74,204.1
2024-02-21,101,1087,turin,Retail,0,18.92,0.209,5.0,23.4,31,70.11
2024-02-21,119,1065,,Online,0,29.71,0.292,8.0,15.6,57,167.16
2024-02-22,110,1014,,Online,1,24.58,0.127,15.0,6.1,38,323.9
2024-02-22,103,1095, naples,Retail,0,35.97,0.072,5.0,16.5,37,162.32
2024-02-22,114,1038,rome,Wholesale,0,19.85,0.379,5.0,10.9,52,62.78
2024-02-22,105,1069, naples,Online,0,22.34,0.097,9.0,25.6,34,180.73
2024-02-22,116,1000,N/A,Online,0,17.83,0.124,7.0,7.9,47,107.45
2024-02-22,105,1022,,Retail,0,52.45,,9.0,19.4,69,409.52
2024-02-22,118,1038,,Online,0,11.44,0.055,10.0,19.6,61,104.77
2024-02-22,101,1056,Rome,Wholesale,0,45.88,0.233,8.0,20.7,30,276.94
2024-02-22,114,1080,,Retail,0,46.71,,16.0,22.6,26,710.91
2024-02-22,110,1033,N/A,Retail,0,24.19,0.7,13.0,14.4,46,97.83
2024-02-22,107,1040,N/A,Online,0,21.58,0.113,5.0,9.8,40,90.68
2024-02-22,118,1092,rome,Online,0,27.02,0.244,14.0,3.2,58,287.71
2024-02-22,112,1072,milan,Retail,0,19.11,,13.0,19.1,34,199.83
2024-02-22,111,1012,Rome,Wholesale,0,24.32,0.343,6.0,14.2,53,99.19
2024-02-22,104,1069,rome,Wholesale,0,40.22,0.132,9.0,26.2,55,304.41
2024-02-23,105,1005,milan,Online,0,15.11,0.222,7.0,22.4,48,82.39
2024-02-23,103,1083, naples,Online,0,35.08,0.068,6.0,27.8,50,212.12
2024-02-23,118,1051, naples,Online,0,26.44,0.038,8.0,7.6,79,199.25
2024-02-23,119,1002,turin,Retail,0,60.54,0.297,7.0,11.2,47,314.57
2024-02-23,100,1080,turin,Online,0,28.18,0.258,10.0,21.1,62,205.4
2024-02-23,119,1062,milan,Online,0,20.05,0.36,7.0,27.3,33,89.27
2024-02-23,116,1048,,Online,0,23.64,0.317,5.0,34.9,40,79.18
2024-02-23,111,1075,Milan ,Online,0,24.2,,8.0,21.0,37,177.91
2024-02-23,114,1046, naples,Wholesale,0,45.81,0.127,6.0,18.2,64,227.92
2024-02-23,100,1054, naples,Online,0,27.16,0.124,8.0,24.0,56,196.56
2024-02-23,113,1063,N/A,Online,0,30.25,0.327,6.0,13.7,62,119.05
2024-02-23,105,1064,milan,Online,1,24.16,0.184,20.0,12.5,48,380.11
2024-02-23,104,1080, naples,Online,0,19.16,0.247,12.0,22.0,26,167.35
2024-02-23,110,1066,turin,Online,1,15.43,0.165,17.0,22.9,57,201.43
2024-02-23,103,1089,rome,Online,1,47.13,0.409,11.0,17.7,54,296.76
2024-02-23,112,1014,turin,Retail,0,30.77,0.318,7.0,,66,145.39
2024-02-23,110,1099,,Online,0,24.5,0.096,8.0,25.1,58,168.68
2024-02-23,102,1031,,Online,0,28.06,0.133,6.0,8.7,52,148.2
2024-02-23,100,1095,milan,Online,0,29.17,,9.0,18.8,56,201.18
2024-02-23,105,1067,rome,Retail,0,37.97,0.342,14.0,20.8,63,337.13
2024-02-23,117,1017,rome,Retail,1,18.61,0.178,,13.7,62,277.69
2024-02-24,109,1082,Rome,Retail,1,41.22,0.126,12.0,28.3,43,432.14
2024-02-24,104,1042,rome,Retail,0,23.66,,7.0,17.4,28,149.12
2024-02-24,109,1034,rome,Retail,0,30.22,0.243,5.0,14.8,60,106.82
2024-02-24,111,1077,,Online,0,17.51,0.097,10.0,3.0,50,170.3
2024-02-24,101,1057,,Wholesale,1,,0.032,16.0,40.1,46,265.87
2024-02-24,112,1032,milan,Online,1,17.34,0.102,12.0,17.0,66,194.4
2024-02-24,107,1013,rome,Online,1,13.98,,13.0,7.0,46,135.0
2024-02-24,101,1033, naples,Retail,0,31.71,0.297,10.0,11.2,56,222.86
2024-02-24,119,1060,rome,Online,0,27.43,0.067,14.0,25.9,70,351.4
2024-02-24,100,1003,turin,Wholesale,0,24.89,0.273,11.0,10.9,56,203.2
2024-02-24,104,1087,turin,Online,0,18.16,0.109,5.0,20.7,39,86.79
2024-02-24,108,1058,N/A,Retail,1,47.95,0.157,16.0,,45,648.65
2024-02-24,116,1028,Turin,Retail,1,12.61,0.027,17.0,15.6,50,203.13
2024-02-24,108,1082,,Wholesale,0,35.34,0.188,7.0,12.9,59,201.39
2024-02-24,110,1005,turin,Wholesale,0,,0.275,7.0,19.6,57,81.62
2024-02-24,114,1096,rome,Retail,0,34.29,0.152,8.0,21.9,40,227.72
2024-02-25,105,1048,Naples,Retail,1,42.73,0.457,11.0,6.8,57,228.87
2024-02-25,102,1039, naples,Online,0,,0.118,2.0,2.7,100,39.23
2024-02-25,116,1082,milan,Online,0,16.5,0.121,5.0,25.9,54,75.49
2024-02-25,104,1064,rome,Retail,0,17.5,0.153,4.0,22.1,41,61.09
2024-02-25,111,1068,rome,Wholesale,0,27.75,0.108,7.0,20.2,68,166.15
2024-02-25,117,1026,,Retail,1,27.76,0.093,10.0,12.7,39,234.97
2024-02-25,113,1079,rome,Wholesale,0,20.58,0.32,6.0,25.9,70,87.94
2024-02-25,110,1005,rome,Retail,0,59.57,0.349,5.0,25.7,47,218.3
2024-02-25,108,1012,Rome,Online,0,32.95,0.118,,18.4,59,149.92
2024-02-25,101,1063,turin,Online,0,20.29,0.31,8.0,15.9,41,120.5
2024-02-25,111,1061,milan,Online,0,34.8,0.161,6.0,20.7,56,176.87
2024-02-25,102,1098,,Online,0,17.22,0.157,,19.8,55,143.05
2024-02-26,102,1018,N/A,Retail,0,57.89,0.471,5.0,13.8,65,166.18
2024-02-26,100,1075,Naples,Wholesale,1,25.67,0.204,14.0,6.9,44,285.23
2024-02-26,107,1079,turin,Retail,0,,0.348,9.0,19.7,69,141.06
2024-02-26,107,1042,,Online,0,37.51,0.124,13.0,16.9,56,424.13
2024-02-26,110,1073,rome,Online,0,23.36,0.245,9.0,22.9,18,156.35
2024-02-26,108,1088,Turin,Online,0,32.91,,8.0,29.9,54,233.26
2024-02-26,104,1019,,Online,0,37.82,0.2,6.0,9.2,13,185.35
2024-02-26,113,1094,rome,Online,1,23.26,0.237,14.0,21.2,29,243.3
2024-02-26,102,1067,Naples,Online,0,37.38,0.275,9.0,7.9,45,269.24
2024-02-26,104,1043,rome,Online,0,26.91,0.174,6.0,,23,135.38
2024-02-26,104,1022,,Online,0,33.44,0.168,8.0,,38,220.61
2024-02-27,118,1001,milan,Wholesale,0,30.76,0.156,6.0,12.9,48,150.5
2024-02-27,113,1021,Turin,Online,0,47.73,0.143,9.0,13.9,48,378.82
2024-02-27,103,1056, naples,Online,0,16.32,0.318,,20.0,35,79.02
2024-02-27,112,1071,Turin,Online,0,30.21,0.112,13.0,,51,345.42
2024-02-27,109,1006,rome,Online,0,18.09,0.118,12.0,22.2,70,198.94
2024-02-27,117,1077, naples,Retail,0,45.93,0.292,4.0,26.6,48,122.67
2024-02-27,107,1055,N/A,Retail,0,23.59,,6.0,16.0,41,115.72
2024-02-27,107,1066, naples,Online,0,28.3,0.387,14.0,13.3,55,248.84
2024-02-27,106,1015,Rome,Retail,0,18.87,0.053,10.0,11.4,34,176.16
2024-02-27,107,1082, naples,Online,0,24.7,0.057,4.0,19.0,66,93.85
2024-02-27,113,1050,turin,Retail,1,15.57,0.244,14.0,18.0,67,164.13
2024-02-27,118,1081, naples,Online,0,11.92,0.12,9.0,8.3,78,90.07
2024-02-27,105,1079,,Online,0,33.93,0.136,7.0,23.0,57,222.74
2024-02-27,100,1071,rome,Retail,0,0.0,0.23,8.0,15.0,34,154.2
2024-02-27,114,1096, naples,Retail,1,28.81,0.159,8.0,28.7,65,192.77
2024-02-27,100,1011,Turin,Retail,1,27.15,,11.0,16.9,26,257.01
2024-02-27,116,1052,turin,Online,0,23.26,0.231,7.0,,68,130.76
2024-02-27,100,1074,N/A,Online,0,34.62,0.182,10.0,19.9,52,258.08
2024-02-28,114,1004,,Wholesale,1,,0.208,,25.3,42,418.3
2024-02-28,101,1026, naples,Online,0,,0.435,8.0,21.0,43,77.9
2024-02-28,113,1011,milan,Online,0,32.78,0.252,8.0,26.8,47,203.55
2024-02-28,107,1016,milan,Online,1,27.45,0.035,12.0,,67,329.94
2024-02-28,107,1005,turin,Online,0,38.98,0.497,4.0,22.5,22,77.21
2024-02-28,118,1096,N/A,Online,0,14.92,,6.0,26.6,56,63.21
2024-02-28,106,1004,rome,Online,1,16.98,0.15,15.0,20.5,62,220.9
2024-02-28,118,1056,Milan ,Online,0,27.58,0.086,7.0,25.6,33,190.99
2024-02-28,105,1027,milan,Wholesale,0,40.07,0.18,6.0,18.7,76,202.75
2024-02-28,105,1077,N/A,Online,0,39.4,0.056,2.0,26.1,68,70.18
2024-02-28,102,1068,rome,Online,0,,0.169,12.0,22.9,39,331.31
2024-02-28,106,1058, naples,Retail,0,28.3,0.115,10.0,15.9,53,251.93
2024-02-28,118,1032, naples,Retail,0,30.83,0.318,8.0,15.5,35,151.04
2024-02-29,107,1061,N/A,Online,0,25.8,0.1,7.0,22.1,44,171.99
2024-02-29,109,1049,turin,Retail,1,32.41,0.199,12.0,15.3,26,317.16
2024-02-29,119,1018,turin,Online,0,30.92,0.089,11.0,19.6,50,284.48
2024-02-29,114,1085,Milan ,Retail,1,33.88,0.129,12.0,18.2,31,353.49
2024-02-29,114,1068, naples,Online,1,45.57,0.354,11.0,11.9,35,366.34
2024-02-29,100,1065,turin,Online,0,15.08,0.118,7.0,17.5,56,90.7
2024-02-29,119,1093,,Retail,0,20.91,0.044,7.0,14.5,54,129.78
2024-02-29,106,1046,,Retail,1,29.61,0.088,18.0,19.9,36,472.77
2024-02-29,103,1038,milan,Online,0,29.89,0.23,12.0,19.4,27,252.32
2024-02-29,105,1067,milan,Online,0,27.1,0.23,9.0,16.2,58,190.36
2024-02-29,100,1032,Rome,Online,0,26.92,0.155,13.0,17.0,60,280.35
2024-02-29,104,1012,N/A,Retail,1,58.36,0.237,13.0,8.4,65,597.84
2024-02-29,100,1083,milan,Online,0,33.56,0.276,10.0,23.4,65,245.97
2024-02-29,103,1053, naples,Online,0,12.68,0.245,6.0,14.6,55,55.55
2024-02-29,101,1006,rome,Online,0,19.52,0.394,6.0,25.0,47,65.75
2024-02-29,109,1078,milan,Retail,1,46.46,0.148,20.0,,41,803.93
2024-02-29,104,1086, naples,Retail,0,16.4,0.346,8.0,23.3,59,86.15
2024-02-29,109,1013,rome,Retail,0,26.44,0.097,10.0,15.8,35,220.4
2024-02-29,100,1086,Rome,Online,0,40.13,0.191,12.0,27.5,56,374.14
2024-02-29,105,1018,turin,Wholesale,0,26.44,0.198,10.0,26.7,24,195.55
2024-03-01,112,1053, naples,Retail,0,40.03,0.427,7.0,34.3,59,153.21
2024-03-01,114,1092,milan,Retail,0,30.76,0.022,10.0,24.7,53,297.18
2024-03-01,103,1019,,Online,0,32.07,0.18,8.0,12.6,36,203.49
2024-03-01,112,1028,turin,Online,1,15.52,0.254,,24.7,48,86.83
2024-03-01,119,1023,Turin,Retail,0,25.39,0.38,11.0,,48,176.08
2024-03-01,114,1081,milan,Online,0,20.85,0.328,12.0,13.0,75,172.5
2024-03-01,107,1062,milan,Online,1,31.54,0.296,12.0,24.4,46,276.25
2024-03-01,104,1073,milan,Retail,0,56.05,0.103,11.0,,54,598.45
2024-03-01,114,1056,Milan ,Retail,0,35.17,0.158,6.0,36.2,57,181.28
2024-03-01,103,1007, naples,Wholesale,1,39.21,0.245,11.0,20.9,45,309.14
2024-03-02,111,1089,,Retail,0,21.94,0.231,5.0,16.5,72,81.75
2024-03-02,112,1061, naples,Online,0,36.77,0.107,9.0,3.5,51,300.72
2024-03-02,101,1028,rome,Online,0,16.08,0.163,8.0,3.7,16,109.71
2024-03-02,118,1073,Naples,Online,0,26.13,0.172,5.0,15.2,50,103.34
2024-03-02,118,1016,milan,Online,0,38.3,0.397,4.0,23.1,82,96.38
2024-03-02,103,1065,turin,Online,1,29.33,0.077,11.0,25.6,42,280.33
2024-03-02,103,1005,Naples,Online,0,38.09,0.318,11.0,,56,263.82
2024-03-02,110,1057,Turin,Retail,0,50.68,0.224,12.0,4.5,40,485.37
2024-03-02,104,1068,,Retail,0,34.6,0.019,9.0,13.3,47,294.92
2024-03-02,119,1027,rome,Wholesale,1,26.7,0.188,15.0,12.0,67,316.25
2024-03-02,110,1061, naples,Retail,1,21.9,0.191,14.0,24.0,61,240.3
2024-03-02,109,1040,,Retail,0,23.22,0.111,4.0,15.7,54,83.13
2024-03-02,107,1068,Turin,Retail,1,27.15,0.414,9.0,26.7,51,140.5
2024-03-02,105,1081, naples,Wholesale,1,36.41,0.65,18.0,18.3,47,229.04
2024-03-02,105,1089,,Retail,0,41.37,0.058,10.0,15.7,53,404.91
2024-03-02,107,1083,milan,Retail,0,20.03,0.136,8.0,16.9,67,134.88
2024-03-02,114,1040,,Wholesale,0,27.78,0.217,11.0,8.3,50,244.73
2024-03-02,113,1048,milan,Wholesale,1,13.02,0.268,13.0,14.4,54,133.27
2024-03-02,110,1090,Naples,Online,1,19.34,0.112,15.0,21.6,33,243.02
2024-03-02,111,1048,N/A,Online,0,30.95,0.148,9.0,17.1,37,252.67
2024-03-02,112,1075,rome,Online,0,,,8.0,7.8,70,237.6
2024-03-03,107,1070, naples,Online,0,,0.115,6.0,-0.8,62,201.76
2024-03-03,117,1002,rome,Online,1,56.6,0.263,9.0,8.5,57,346.58
2024-03-03,100,1009,,Online,1,21.63,0.181,15.0,,66,258.1
2024-03-03,114,1097,N/A,Online,0,22.05,0.096,6.0,24.4,54,1460.16
2024-03-03,107,1088,turin,Online,0,28.06,0.318,10.0,9.5,54,197.98
2024-03-03,110,1034,Naples,Retail,0,26.28,0.464,9.0,14.7,44,132.69
2024-03-03,111,1079,N/A,Online,1,37.97,0.421,15.0,9.4,53,295.05
2024-03-03,111,1001,Rome,Retail,0,28.36,0.075,8.0,,33,192.05
2024-03-03,103,1023, naples,Retail,0,,0.227,7.0,22.8,36,178.17
2024-03-03,115,1073,turin,Retail,1,28.51,0.273,15.0,22.1,37,318.77
2024-03-03,103,1037,Rome,Wholesale,0,27.53,0.193,5.0,17.4,74,116.52
2024-03-03,104,1021,milan,Online,1,18.92,0.223,15.0,19.5,49,224.07
2024-03-03,104,1025,milan,Online,0,26.19,0.081,1.0,24.5,55,22.59
2024-03-03,107,1042,milan,Online,0,23.36,0.089,6.0,15.5,40,121.51
2024-03-03,109,1054,N/A,Online,1,58.58,0.323,19.0,16.7,47,757.37
2024-03-03,116,1038, naples,Retail,0,54.36,0.134,3.0,25.2,42,130.86
2024-03-03,108,1090,turin,Online,0,31.96,0.388,4.0,17.3,31,74.39
2024-03-03,118,1028,Rome,Online,0,31.88,,11.0,18.5,38,233.97
2024-03-03,113,1019,,Online,0,28.17,0.223,7.0,27.3,25,151.2
2024-03-04,107,1090,Rome,Online,0,28.66,0.123,8.0,15.4,53,200.79
2024-03-04,108,1040,Turin,Retail,1,32.71,0.012,9.0,,64,294.95
2024-03-04,110,1053,turin,Retail,1,42.24,0.139,13.0,22.8,44,438.63
2024-03-04,100,1019,,Online,1,44.32,0.176,,19.6,57,402.81
2024-03-04,113,1018,turin,Online,0,27.96,0.089,14.0,19.0,45,333.31
2024-03-04,104,1083,Naples,Online,1,43.03,0.068,13.0,7.5,62,518.41
2024-03-04,113,1098,turin,Online,1,15.6,0.308,11.0,31.1,47,122.28
2024-03-04,103,1065,,Retail,0,16.24,0.105,4.0,,72,59.24
2024-03-04,100,1029,Turin,Online,0,27.69,0.129,4.0,22.4,44,91.6
2024-03-04,118,1052,milan,Retail,0,18.62,0.271,10.0,24.9,74,128.15
2024-03-04,107,1033, naples,Retail,1,33.23,0.295,13.0,20.6,29,326.71
2024-03-04,114,1021,turin,Online,0,33.89,0.342,6.0,26.8,51,138.66
2024-03-04,114,1066,Turin,Online,1,19.28,0.451,13.0,24.4,41,136.18
2024-03-05,108,1005,rome,Wholesale,0,63.81,0.19,5.0,,57,273.5
2024-03-05,108,1078,N/A,Retail,1,44.28,0.182,9.0,17.9,31,323.48
2024-03-05,109,1026,,Online,0,,0.34,20.0,,35,321.76
2024-03-05,119,1009,rome,Retail,0,15.37,,9.0,16.0,39,112.64
2024-03-05,108,1072,N/A,Retail,0,24.05,0.099,12.0,12.0,38,292.1
2024-03-05,102,1096,milan,Online,0,33.85,0.431,10.0,11.4,45,194.23
2024-03-05,119,1095,milan,Retail,1,25.34,0.154,13.0,19.1,23,261.74
2024-03-05,110,1047,milan,Online,1,11.56,0.115,16.0,22.6,56,163.96
2024-03-05,105,1069,milan,Online,0,24.06,0.115,8.0,6.6,60,176.33
2024-03-05,101,1058,N/A,Wholesale,0,52.69,0.373,11.0,33.2,19,363.68
2024-03-05,106,1099,milan,Retail,0,32.28,0.126,7.0,21.2,64,191.71
2024-03-05,117,1058,rome,Online,0,19.04,0.232,8.0,17.5,34,118.53
2024-03-06,101,1001,milan,Online,0,15.68,0.274,7.0,17.4,42,82.19
2024-03-06,116,1028,rome,Retail,1,14.64,0.16,16.0,5.9,49,189.88
2024-03-06,110,1067,milan,Retail,1,18.53,,17.0,13.4,44,171.79
2024-03-06,111,1064,turin,Retail,0,19.45,0.265,6.0,10.5,34,81.48
2024-03-06,118,1082,milan,Wholesale,0,,0.044,9.0,13.1,39,288.2
2024-03-06,106,1025,N/A,Retail,0,16.82,0.384,,22.3,48,79.01
2024-03-06,119,1088,N/A,Online,0,64.11,0.102,8.0,12.4,44,465.95
2024-03-06,105,1009,milan,Online,0,20.18,0.091,11.0,20.7,41,213.26
2024-03-06,100,1052,N/A,Online,0,39.96,0.115,11.0,,43,402.1
2024-03-06,116,1078,milan,Retail,0,60.35,0.234,9.0,19.6,57,410.84
2024-03-07,110,1058,rome,Retail,0,16.88,0.039,9.0,31.9,49,136.43
2024-03-07,117,1021,milan,Online,0,40.3,0.246,11.0,20.0,26,334.6
2024-03-07,116,1050,,Online,0,29.8,0.22,7.0,28.1,51,159.69
2024-03-07,106,1047, naples,Online,0,18.86,0.25,5.0,31.1,64,70.82
2024-03-07,116,1020,Turin,Online,1,23.83,0.169,14.0,17.1,53,278.78
2024-03-07,119,1021,rome,Online,1,30.64,0.119,14.0,39.0,71,370.33
2024-03-07,108,1099,turin,Online,1,36.93,0.13,13.0,27.1,25,403.35
2024-03-07,116,1097,Milan ,Online,0,27.66,0.331,8.0,10.8,43,151.17
2024-03-07,119,1029,Turin,Online,0,33.32,0.162,7.0,26.8,78,210.47
2024-03-07,107,1024,rome,Retail,0,45.71,0.118,14.0,13.4,57,569.74
2024-03-07,116,1027,Milan ,Online,0,18.9,0.104,11.0,21.7,29,185.63
2024-03-07,106,1064,Milan ,Retail,1,33.91,0.043,13.0,25.8,57,443.58
2024-03-07,100,1044,Milan ,Retail,0,19.2,0.189,6.0,24.1,46,92.23
2024-03-08,112,1067, naples,Retail,0,37.62,0.107,13.0,,62,464.95
2024-03-08,118,1006,N/A,Retail,0,23.92,0.318,7.0,12.1,46,118.75
2024-03-08,118,1048,milan,Online,0,36.51,0.177,10.0,10.6,63,259.47
2024-03-08,116,1008,turin,Online,1,27.1,0.205,12.0,29.1,47,263.77
2024-03-08,112,1035,turin,Wholesale,0,22.84,0.095,5.0,24.4,54,100.21
2024-03-08,115,1082,N/A,Retail,0,23.31,0.166,6.0,26.7,70,121.25
2024-03-08,107,1000,rome,Wholesale,0,11.08,0.12,7.0,5.7,52,62.74
2024-03-08,118,1009, naples,Retail,1,26.78,0.382,,23.4,32,280.39
2024-03-08,117,1035,,Online,0,33.39,0.331,9.0,,35,199.35
2024-03-08,100,1072,turin,Online,0,41.27,0.322,9.0,10.2,68,246.9
2024-03-08,113,1045,Rome,Retail,0,43.47,0.094,9.0,8.7,17,372.32
2024-03-08,118,1031,milan,Online,1,25.61,0.409,13.0,18.5,38,224.43
2024-03-08,114,1031,rome,Online,0,43.69,0.228,8.0,16.3,93,273.22
2024-03-08,117,1005,Naples,Retail,0,54.04,0.113,7.0,21.7,44,357.74
2024-03-08,101,1047,turin,Online,1,17.02,0.172,13.0,18.8,54,195.48
2024-03-09,116,1037,milan,Online,1,22.4,0.015,13.0,22.7,38,321.59
2024-03-09,117,1016,Naples,Retail,0,58.03,0.176,8.0,,56,397.36
2024-03-09,105,1073,Naples,Retail,1,38.28,0.043,12.0,12.4,61,457.75
2024-03-09,118,1026, naples,Online,0,25.04,0.321,6.0,24.9,44,101.42
2024-03-09,103,1053,turin,Retail,1,27.04,,8.0,21.9,51,132.27
2024-03-09,100,1049,N/A,Retail,0,40.01,0.08,7.0,18.0,32,272.32
2024-03-09,107,1034,rome,Online,0,20.42,0.054,6.0,18.1,42,112.76
2024-03-09,106,1084,N/A,Online,1,27.35,0.182,14.0,15.1,50,281.9
2024-03-09,102,1024,Milan ,Online,1,33.85,0.431,12.0,22.4,79,248.77
2024-03-09,109,1027,Milan ,Online,0,31.16,0.086,12.0,22.4,28,338.71
2024-03-09,109,1014,rome,Online,1,32.34,0.039,10.0,11.0,57,316.24
2024-03-09,118,1003,milan,Wholesale,0,15.53,0.082,7.0,,64,94.32
2024-03-09,113,1092,rome,Retail,1,31.52,0.132,160.0,16.7,45,285.44
2024-03-09,101,1072,milan,Retail,0,20.24,0.079,11.0,15.2,60,202.36
2024-03-09,100,1026,N/A,Wholesale,0,19.6,0.045,10.0,26.4,66,188.86
2024-03-10,117,1025,milan,Retail,0,,0.404,7.0,22.7,79,187.69
2024-03-10,106,1018,Turin,Online,0,34.68,0.065,8.0,21.8,77,258.71
2024-03-10,107,1091,milan,Online,0,24.77,0.072,9.0,,17,199.53
2024-03-10,100,1016,,Retail,0,30.35,0.125,6.0,26.3,42,159.45
2024-03-10,102,1042,,Online,0,33.1,0.117,9.0,10.4,56,258.22
2024-03-10,107,1040,milan,Online,1,32.84,0.21,9.0,,52,202.18
2024-03-10,114,1041,Turin,Retail,0,37.31,0.325,13.0,28.9,61,328.15
2024-03-10,104,1049, naples,Wholesale,0,43.15,0.044,7.0,13.0,54,301.45
2024-03-10,102,1083,Turin,Online,0,33.28,0.164,5.0,10.4,54,126.49
2024-03-10,118,1039, naples,Retail,0,37.5,,4.0,,52,125.75
2024-03-10,100,1038,turin,Online,0,14.23,0.114,8.0,,55,104.15
2024-03-10,114,1022,Turin,Retail,0,36.85,0.107,9.0,22.3,58,314.08
2024-03-10,107,1095, naples,Online,0,31.63,0.28,9.0,16.9,57,207.94
2024-03-11,101,1051,milan,Retail,0,37.51,0.221,6.0,15.0,12,173.34
2024-03-11,102,1046,N/A,Online,0,26.06,0.229,9.0,11.2,32,180.88
2024-03-11,113,1062,Rome,Retail,0,47.13,0.096,8.0,21.5,51,338.56
2024-03-11,113,1096, naples,Online,1,17.09,0.311,17.0,16.4,58,188.49
2024-03-11,110,1068,milan,Online,0,34.05,0.264,6.0,19.2,57,147.56
2024-03-11,115,1042, naples,Online,1,34.07,0.396,15.0,12.4,23,316.28
2024-03-12,103,1047,,Online,0,24.05,0.216,3.0,21.1,37,56.32
2024-03-12,119,1033,,Online,1,24.2,0.116,14.0,17.9,54,292.71
2024-03-12,104,1039,Rome,Online,0,38.17,,13.0,17.4,60,414.11
2024-03-12,113,1074,turin,Retail,0,18.46,,9.0,21.5,54,86.74
2024-03-12,115,1060,N/A,Retail,1,25.86,0.192,10.0,3.5,51,210.67
2024-03-12,117,1049, naples,Online,0,11.91,0.128,4.0,10.6,55,42.46
2024-03-12,106,1066,rome,Retail,0,26.27,0.154,8.0,,60,179.13
2024-03-12,109,1061,,Online,0,15.69,0.153,3.0,18.9,21,37.85
2024-03-12,106,1057,turin,Online,1,67.53,0.187,11.0,20.5,41,629.78
2024-03-12,100,1032,milan,Online,0,46.39,0.169,8.0,13.4,57,296.18
2024-03-12,118,1074,milan,Retail,0,22.53,0.376,9.0,20.2,46,126.74
2024-03-12,115,1015, naples,Online,1,15.78,0.184,17.0,15.2,50,233.81
2024-03-12,118,1081,rome,Wholesale,0,33.72,0.107,8.0,12.7,41,220.45
2024-03-12,103,1093,rome,Online,1,26.39,0.035,16.0,22.0,42,390.34
